- Wed Aug 02 2023 16:39:46 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 02:45:00,1542.454,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 02:45:00,1494.932,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 02:45:00,1502.165,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 02:45:00,1314.493,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 03:00:00,32.62,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 03:00:00,34.7,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 03:00:00,35.71,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 03:00:00,34.11,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 03:00:00,36.15,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 03:00:00,24.31,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 03:00:00,1584.9633,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 03:00:00,1674.445,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 03:00:00,1542.301,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 03:00:00,1494.932,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 03:00:00,1502.165,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 03:00:00,1313.9553,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 03:15:00,32.62,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 03:15:00,34.72,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 03:15:00,35.71,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 03:15:00,34.1,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 03:15:00,36.15,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 03:15:00,24.31,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 03:15:00,1585.4116,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 03:15:00,1674.107,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 03:15:00,1542.301,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 03:15:00,1494.803,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 03:15:00,1502.165,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 03:15:00,1314.037,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 03:30:00,32.6,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 03:30:00,34.7,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 03:30:00,35.7,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 03:30:00,34.1,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 03:30:00,36.15,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 03:30:00,24.31,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 03:30:00,1585.1846,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 03:30:00,1673.769,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 03:30:00,1542.301,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 03:30:00,1494.803,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 03:30:00,1502.165,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 03:30:00,1314.379,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 03:45:00,32.58,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 03:45:00,34.69,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 03:45:00,35.7,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 03:45:00,34.1,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 03:45:00,36.15,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 03:45:00,24.31,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 03:45:00,1585.188,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 03:45:00,1673.431,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 03:45:00,1541.844,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 03:45:00,1494.674,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 03:45:00,1502.002,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 03:45:00,1314.5743,VIC
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 04:00:00,32.58,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 04:00:00,34.69,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 04:00:00,35.69,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 04:00:00,34.09,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, value, unit) SELECT $3, sensor_id, $4, $5 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 04:00:00,36.14,%
- Fri Aug 04 2023 12:42:29 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
